security_key,latest_project_ticker,canonical_company_name,exact_legal_name_alias,structural_ambiguity_tier,historical_name_review_flag,ticker_like_exact_name_flag,ticker_candidate_ciks_pipe,current_exact_name_ciks_pipe,historical_exact_name_ciks_pipe,candidate_sec_cik,mapping_status,mapping_rationale,sec_current_name,sec_current_name_normalized,sec_tickers_pipe,former_name_count,sec_current_name_exact_match_flag,former_name_evidence_flag,sec_resolution_review_flag,review_priority,review_reason
AXON,AXON,Axon Enterprise,axon enterprise,MEDIUM,0,0,0001069183,,,0001069183,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","AXON ENTERPRISE, INC.",axon enterprise inc,AXON,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BLDR,BLDR,Builders FirstSource,builders firstsource,MEDIUM,0,0,0001316835,,,0001316835,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Builders FirstSource, Inc.",builders firstsource inc,BLDR,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
CAG,CAG,Conagra Brands,conagra brands,MEDIUM,0,0,0000023217,,,0000023217,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CONAGRA BRANDS INC.,conagra brands inc,CAG,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CEG,CEG,Constellation Energy,constellation energy,MEDIUM,0,0,0001868275,,,0001868275,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Constellation Energy Corp,constellation energy corp,CEG,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CHD,CHD,CHURCH + DWIGHT CO INC,church dwight co inc,MEDIUM,0,0,0000313927,,,0000313927,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CHURCH & DWIGHT CO INC /DE/,church and dwight co inc de,CHD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
COIN,COIN,Coinbase Global,coinbase global,MEDIUM,0,0,0001679788,,,0001679788,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Coinbase Global, Inc.",coinbase global inc,COIN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
COST,COST,COSTCO WHOLESALE CORP,costco wholesale corp,MEDIUM,0,0,0000909832,,0000734198|0001393231,0000909832,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",COSTCO WHOLESALE CORP /NEW,costco wholesale corp new,COST,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CSGP,CSGP,CoStar Group,costar group,MEDIUM,0,0,0001057352,,,0001057352,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","COSTAR GROUP, INC.",costar group inc,CSGP,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CZR,CZR,Caesars Entertainment,caesars entertainment,MEDIUM,0,0,0001590895,,,0001590895,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Caesars Entertainment, Inc.",caesars entertainment inc,CZR,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
DECK,DECK,Deckers Outdoor,deckers outdoor,MEDIUM,0,0,0000910521,,,0000910521,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",DECKERS OUTDOOR CORP,deckers outdoor corp,DECK,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
DELL,DELL,Dell Technologies,dell technologies,MEDIUM,0,0,0001571996,,,0001571996,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Dell Technologies Inc.,dell technologies inc,DELL,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
DHI,DHI,DR HORTON INC,dr horton inc,MEDIUM,0,0,0000882184,,,0000882184,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",HORTON D R INC /DE/,horton d r inc de,DHI,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
DTE,DTE,DTE ENERGY COMPANY,dte energy company,MEDIUM,0,0,0000936340,,,0000936340,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",DTE ENERGY CO,dte energy co,DTE|DTW|DTB|DTG|DTK,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
DXC,DXC,DXC Technologies,dxc technologies,MEDIUM,0,0,0001688568,,,0001688568,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",DXC Technology Co,dxc technology co,DXC,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
EME,EME,Emcor Group,emcor group,MEDIUM,0,0,0000105634,,,0000105634,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","EMCOR Group, Inc.",emcor group inc,EME,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ENPH,ENPH,Enphase Energy,enphase energy,MEDIUM,0,0,0001463101,,,0001463101,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Enphase Energy, Inc.",enphase energy inc,ENPH,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
EPAM,EPAM,EPAM Systems,epam systems,MEDIUM,0,0,0001352010,,,0001352010,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","EPAM Systems, Inc.",epam systems inc,EPAM,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ERIE,ERIE,Erie Indemnity,erie indemnity,MEDIUM,0,0,0000922621,,,0000922621,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ERIE INDEMNITY CO,erie indemnity co,ERIE,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
EXE,EXE,Expand Energy,expand energy,MEDIUM,0,0,0000895126,,,0000895126,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",EXPAND ENERGY Corp,expand energy corp,EXE,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
FSLR,FSLR,First Solar,first solar,MEDIUM,0,0,0001274494,,,0001274494,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","FIRST SOLAR, INC.",first solar inc,FSLR,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
GE,GE,GENERAL ELECTRIC,general electric,MEDIUM,0,0,0000040545,,,0000040545,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",GENERAL ELECTRIC CO,general electric co,GE,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
GEV,GEV,GE Vernova,ge vernova,MEDIUM,0,0,0001996810,,,0001996810,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",GE Vernova Inc.,ge vernova inc,GEV,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
HBAN,HBAN,HUNTINGTON BANCSHARES INC,huntington bancshares inc,MEDIUM,0,0,0000049196,,,0000049196,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",HUNTINGTON BANCSHARES INC /MD/,huntington bancshares inc md,HBAN|HBANL|HBANM|HBANP|HBANZ,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
HOOD,HOOD,Robinhood Markets,robinhood markets,MEDIUM,0,0,0001783879,,,0001783879,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Robinhood Markets, Inc.",robinhood markets inc,HOOD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
HRL,HRL,HORMEL FOODS CORP,hormel foods corp,MEDIUM,0,0,0000048465,,,0000048465,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",HORMEL FOODS CORP /DE/,hormel foods corp de,HRL,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
IDXX,IDXX,IDEXX LABORATORIES INC,idexx laboratories inc,MEDIUM,0,0,0000874716,,,0000874716,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",IDEXX LABORATORIES INC /DE,idexx laboratories inc de,IDXX,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
IPGP,IPGP,IPG Photonics,ipg photonics,MEDIUM,0,0,0001111928,,,0001111928,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",IPG PHOTONICS CORP,ipg photonics corp,IPGP,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
JNJ,JNJ,JOHNSON + JOHNSON,johnson johnson,MEDIUM,0,0,0000200406,,,0000200406,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",JOHNSON & JOHNSON,johnson and johnson,JNJ,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
JPM,JPM,JPMORGAN CHASE + CO,jpmorgan chase co,MEDIUM,0,0,0000019617,,,0000019617,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",JPMORGAN CHASE & CO,jpmorgan chase and co,JPM|JPM-PC|AMJB|JPM-PD|JPM-PJ|JPM-PK|JPM-PL|JPM-PM|VYLD,4.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LHX,LHX,L3HARRIS TECHNOLOGIES INC,l3harris technologies inc,MEDIUM,0,0,0000202058,,,0000202058,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","L3HARRIS TECHNOLOGIES, INC. /DE/",l3harris technologies inc de,LHX,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LII,LII,Lennox International,lennox international,MEDIUM,0,0,0001069202,,,0001069202,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LENNOX INTERNATIONAL INC,lennox international inc,LII,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
LLY,LLY,ELI LILLY + CO,eli lilly co,MEDIUM,0,0,0000059478,,,0000059478,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ELI LILLY & Co,eli lilly and co,LLY,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LNC,LNC,Lincoln National,lincoln national,MEDIUM,0,0,0000059558,,,0000059558,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",LINCOLN NATIONAL CORP,lincoln national corp,LNC|LNC-PD,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LULU,LULU,Lululemon Athletica,lululemon athletica,MEDIUM,0,0,0001397187,,,0001397187,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",lululemon athletica inc.,lululemon athletica inc,LULU,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LUMN,LUMN,Lumen Technologies,lumen technologies,MEDIUM,0,0,0000018926,,,0000018926,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Lumen Technologies, Inc.",lumen technologies inc,LUMN,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
LW,LW,Lamb Weston Holdings,lamb weston holdings,MEDIUM,0,0,0001679273,,,0001679273,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Lamb Weston Holdings, Inc.",lamb weston holdings inc,LW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
MCD,MCD,MCDONALD S CORP,mcdonald s corp,MEDIUM,0,0,0000063908,,,0000063908,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MCDONALDS CORP,mcdonalds corp,MCD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
MHK,MHK,Mohawk Industries,mohawk industries,MEDIUM,0,0,0000851968,,,0000851968,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",MOHAWK INDUSTRIES INC,mohawk industries inc,MHK,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MOH,MOH,Molina Healthcare,molina healthcare,MEDIUM,0,0,0001179929,,,0001179929,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","MOLINA HEALTHCARE, INC.",molina healthcare inc,MOH,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
MTCH,MTCH,Match Group,match group,MEDIUM,0,0,0000891103,,,0000891103,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Match Group, Inc.",match group inc,MTCH,6.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
NWL,NWL,Newell Brands,newell brands,MEDIUM,0,0,0000814453,,,0000814453,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NEWELL BRANDS INC.,newell brands inc,NWL,4.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
NXPI,NXPI,NXP Semiconductors,nxp semiconductors,MEDIUM,0,0,0001413447,,,0001413447,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NXP Semiconductors N.V.,nxp semiconductors n v,NXPI,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
OMC,OMC,OMNICOM GROUP,omnicom group,MEDIUM,0,0,0000029989,,,0000029989,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",OMNICOM GROUP INC.,omnicom group inc,OMC,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ON,ON,ON Semiconductor,on semiconductor,MEDIUM,0,0,0001097864,,,0001097864,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ON SEMICONDUCTOR CORP,on semiconductor corp,ON,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
OXY,OXY,OCCIDENTAL PETROLEUM CORP,occidental petroleum corp,MEDIUM,0,0,0000797468,,0001023422|0001409357,0000797468,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",OCCIDENTAL PETROLEUM CORP /DE/,occidental petroleum corp de,OXY|OXY-WT,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PAYC,PAYC,Paycom Software,paycom software,MEDIUM,0,0,0001590955,,,0001590955,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Paycom Software, Inc.",paycom software inc,PAYC,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
PLTR,PLTR,Palantir Technologies,palantir technologies,MEDIUM,0,0,0001321655,,,0001321655,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Palantir Technologies Inc.,palantir technologies inc,PLTR,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
Q,Q,Qnity Electronics,qnity electronics,MEDIUM,0,0,0002058873,,,0002058873,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Qnity Electronics, Inc.",qnity electronics inc,Q,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
REGN,REGN,REGENERON PHARMACEUTICALS,regeneron pharmaceuticals,MEDIUM,0,0,0000872589,,,0000872589,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","REGENERON PHARMACEUTICALS, INC.",regeneron pharmaceuticals inc,REGN,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
RHI,RHI,Robert Half,robert half,MEDIUM,0,0,0000315213,,,0000315213,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ROBERT HALF INC.,robert half inc,RHI,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
SEDG,SEDG,SolarEdge Technologies,solaredge technologies,MEDIUM,0,0,0001419612,,,0001419612,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","SOLAREDGE TECHNOLOGIES, INC.",solaredge technologies inc,SEDG,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
STLD,STLD,Steel Dynamics,steel dynamics,MEDIUM,0,0,0001022671,,,0001022671,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",STEEL DYNAMICS INC,steel dynamics inc,STLD,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TECH,TECH,Bio-Techne,bio techne,MEDIUM,0,0,0000842023,,,0000842023,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",BIO-TECHNE Corp,bio techne corp,TECH,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TKO,TKO,TKO Group Holdings,tko group holdings,MEDIUM,0,0,0001973266,,,0001973266,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","TKO Group Holdings, Inc.",tko group holdings inc,TKO,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TRGP,TRGP,Targa Resources,targa resources,MEDIUM,0,0,0001389170,,,0001389170,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Targa Resources Corp.,targa resources corp,TRGP,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
TSCO,TSCO,TRACTOR SUPPLY COMPANY,tractor supply company,MEDIUM,0,0,0000916365,,,0000916365,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",TRACTOR SUPPLY CO /DE/,tractor supply co de,TSCO,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
UBER,UBER,Uber Technologies,uber technologies,MEDIUM,0,0,0001543151,,,0001543151,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Uber Technologies, Inc",uber technologies inc,UBER,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
USB,USB,US BANCORP,us bancorp,MEDIUM,0,0,0000036104,,,0000036104,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",US BANCORP \DE\,us bancorp de,USB|USB-PA|USB-PH|USB-PP|USB-PQ|USB-PR|USB-PS,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
VICI,VICI,VICI Properties,vici properties,MEDIUM,0,0,0001705696,,,0001705696,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",VICI PROPERTIES INC.,vici properties inc,VICI,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
VRTX,VRTX,VERTEX PHARMACEUTICALS INC,vertex pharmaceuticals inc,MEDIUM,0,0,0000875320,,,0000875320,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",VERTEX PHARMACEUTICALS INC / MA,vertex pharmaceuticals inc ma,VRTX,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
WFC,WFC,WELLS FARGO + CO,wells fargo co,MEDIUM,0,0,0000072971,,,0000072971,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",WELLS FARGO & COMPANY/MN,wells fargo and company mn,WFC|WFC-PY|WFC-PL|WFC-PC|WFCNP|WFC-PA|WFC-PD|WFC-PZ,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
WRB,WRB,WR BERKLEY CORP,wr berkley corp,MEDIUM,0,0,0000011544,,,0000011544,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",BERKLEY W R CORP,berkley w r corp,WRB|WRB-PE|WRB-PF|WRB-PG|WRB-PH,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
WSM,WSM,Williams-Sonoma,williams sonoma,MEDIUM,0,0,0000719955,,,0000719955,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",WILLIAMS SONOMA INC,williams sonoma inc,WSM,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
XRAY,XRAY,Dentsply Sirona,dentsply sirona,MEDIUM,0,0,0000818479,,,0000818479,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",DENTSPLY SIRONA Inc.,dentsply sirona inc,XRAY,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
AAPL,AAPL,APPLE INC,apple inc,HIGH,1,0,0000320193,0000320193,0000320193,0000320193,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,Apple Inc.,apple inc,AAPL,3.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
ABBV,ABBV,ABBVIE INC,abbvie inc,HIGH,1,0,0001551152,0001551152,0001551152,0001551152,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,AbbVie Inc.,abbvie inc,ABBV,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
ADBE,ADBE,ADOBE INC,adobe inc,HIGH,1,0,0000796343,0000796343,0000796343,0000796343,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,ADOBE INC.,adobe inc,ADBE,1.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
ADSK,ADSK,AUTODESK INC,autodesk inc,HIGH,1,0,0000769397,0000769397,0000769397,0000769397,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,"Autodesk, Inc.",autodesk inc,ADSK,1.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
AES,AES,AES CORP,aes corp,HIGH,1,0,0000874761,0000874761,0000874761,0000874761,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,AES CORP,aes corp,AES,1.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
AFL,AFL,AFLAC INC,aflac inc,HIGH,1,0,0000004977,0000004977,0000004977,0000004977,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,AFLAC INC,aflac inc,AFL,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
AIZ,AIZ,ASSURANT INC,assurant inc,HIGH,1,0,0001267238,0001267238,0001267238,0001267238,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,"ASSURANT, INC.",assurant inc,AIZ|AIZN,1.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
ALB,ALB,ALBEMARLE CORP,albemarle corp,HIGH,1,0,0000915913,0000915913,0000915913,0000915913,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,ALBEMARLE CORP,albemarle corp,ALB|ALB-PA,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
ALL,ALL,ALLSTATE CORP,allstate corp,HIGH,1,0,0000899051,0000899051,0000899051,0000899051,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,ALLSTATE CORP,allstate corp,ALL|ALL-PH|ALL-PB|ALL-PI|ALL-PJ,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
ALLE,ALLE,ALLEGION PLC,allegion plc,HIGH,1,0,0001579241,0001579241,0001579241,0001579241,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,Allegion plc,allegion plc,ALLE,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
AMCR,AMCR,AMCOR PLC,amcor plc,HIGH,1,0,0001748790,0001748790,0001748790,0001748790,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,Amcor plc,amcor plc,AMCR|AMCCF,1.0,1,1,1,3,SEC former-name evidence present; Stage 3A PIT/name-history review flag
AME,AME,AMETEK INC,ametek inc,HIGH,1,0,0001037868,0001037868,0000006082|0001037868,0001037868,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,AMETEK INC/,ametek inc,AME,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
AMGN,AMGN,AMGEN INC,amgen inc,HIGH,1,0,0000318154,0000318154,0000318154,0000318154,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,AMGEN INC,amgen inc,AMGN,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
APA,APA,APA CORP,apa corp,HIGH,1,0,0001841666,0001841666,0001841666,0001841666,AUTO_SOURCE_AGREEMENT,Project ticker and exact normalized company name agree on one SEC CIK.,APA Corp,apa corp,APA,0.0,1,0,1,3,Stage 3A PIT/name-history review flag
